Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
TSLA,257.21,5.01,+28.64%,17.49,280.01,247.49,66.01%,0.662,2023-06-16,230.00P,0.31,252.50P,4.2,275.00C,1.37,297.50C,0.25,-2.5949999999999998,-0.5179640718562872
TSLA,257.21,5.8,+30.21%,19.2,285.8,249.2,66.01%,0.662,2023-06-16,230.00P,0.31,255.00P,5.35,280.00C,0.91,305.00C,0.15,-2.6499999999999995,-0.4568965517241379
NVDA,405.59,5.91,+30.96%,19.09,430.91,394.09,49.96%,0.647,2023-06-16,375.00P,0.44,400.00P,4.95,425.00C,1.67,450.00C,0.27,-2.915,-0.49323181049069353
TSLA,257.21,4.89,+24.32%,20.11,282.39,247.61,66.01%,0.6779999999999999,2023-06-16,227.50P,0.24,252.50P,4.2,277.50C,1.11,302.50C,0.18,-3.160000000000002,-0.6462167689161558
NVDA,405.59,7.46,+33.10%,22.54,442.46,397.54,49.96%,0.644,2023-06-16,375.00P,0.44,405.00P,7.25,435.00C,0.77,465.00C,0.12,-3.219999999999999,-0.43163538873994634
NFLX,434.9,4.73,+23.34%,20.27,454.73,420.27,44.34%,0.669,2023-06-16,400.00P,0.23,425.00P,3.2,450.00C,2.16,475.00C,0.4,-3.5449999999999986,-0.749471458773784
NVDA,405.59,4.95,+24.69%,20.05,424.95,390.05,49.96%,0.654,2023-06-16,370.00P,0.27,395.00P,3.15,420.00C,2.45,445.00C,0.38,-3.6999999999999993,-0.7474747474747474
NVDA,405.59,5.68,+23.36%,24.32,435.68,394.32,49.96%,0.6759999999999999,2023-06-16,370.00P,0.27,400.00P,4.95,430.00C,1.14,460.00C,0.14,-4.040000000000002,-0.7112676056338033
NVDA,405.59,7.43,+26.95%,27.57,447.43,397.57,49.96%,0.655,2023-06-16,370.00P,0.27,405.00P,7.25,440.00C,0.53,475.00C,0.08,-4.645,-0.6251682368775235
NVDA,405.59,5.45,+18.44%,29.55,440.45,394.55,49.96%,0.6940000000000001,2023-06-16,365.00P,0.17,400.00P,4.95,435.00C,0.77,470.00C,0.1,-5.259999999999998,-0.9651376146788987
NVDA,405.59,7.39,+22.66%,32.61,452.39,397.61,49.96%,0.662,2023-06-16,365.00P,0.17,405.00P,7.25,445.00C,0.37,485.00C,0.06,-6.129999999999999,-0.8294993234100134
Downloaded from Barchart.com as of 06-13-2023 02:00pm CDT,,,,,,,,,,,,,,,,,,,
