Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,Exp Type,ExpectedValue,KellyCriterion
SCHW,52.77,0.7,+38.89%,1.8,54.2,50.3,53.85%,0.545,2023-04-21,48.50P,0.16,51.00P,0.38,53.50C,0.65,56.00C,0.17,monthly,-43.74999999999999,-0.625
SCHW,52.77,0.71,+39.66%,1.79,55.21,51.29,53.85%,0.5429999999999999,2023-04-21,49.50P,0.23,52.00P,0.67,54.50C,0.36,57.00C,0.09,monthly,-43.250000000000014,-0.6091549295774651
CRWD,137.37,1.88,+60.26%,3.12,141.88,133.12,47.64%,0.539,2023-04-21,130.00P,0.39,135.00P,1.33,140.00C,1.3,145.00C,0.36,monthly,-42.49999999999999,-0.226063829787234
BX,87.23,1.62,+47.93%,3.38,91.62,83.38,71.19%,0.534,2023-04-21,80.00P,0.3,85.00P,1.17,90.00C,0.96,95.00C,0.21,monthly,-70.99999999999997,-0.43827160493827133
SCHW,52.77,0.77,+44.51%,1.73,55.77,51.73,53.85%,0.53,2023-04-21,50.00P,0.25,52.50P,0.84,55.00C,0.26,57.50C,0.08,monthly,-40.5,-0.5259740259740259
DAL,34.59,0.34,+51.52%,0.66,35.34,33.66,37.22%,0.528,2023-04-21,33.00P,0.09,34.00P,0.24,35.00C,0.27,36.00C,0.08,monthly,-13.199999999999996,-0.38823529411764696
BAC,30.37,0.58,+63.04%,0.92,32.08,29.42,65.83%,0.523,2023-04-21,28.50P,0.13,30.00P,0.52,31.50C,0.3,33.00C,0.11,monthly,-13.550000000000004,-0.23362068965517246
C,49.69,0.38,+61.29%,0.62,50.38,48.62,27.50%,0.519,2023-04-21,48.00P,0.07,49.00P,0.21,50.00C,0.36,51.00C,0.12,monthly,-10.099999999999998,-0.2657894736842104
USB,35.59,0.75,+42.86%,1.75,38.25,34.25,85.99%,0.511,2023-04-21,32.50P,0.3,35.00P,0.8,37.50C,0.35,40.00C,0.1,monthly,-47.25,-0.6300000000000001
PANW,201.16,1.54,+44.51%,3.46,206.54,198.46,31.00%,0.511,2023-04-21,195.00P,0.55,200.00P,1.49,205.00C,0.79,210.00C,0.19,monthly,-90.5,-0.5876623376623377
AAPL,165.23,1.9,+61.29%,3.1,171.9,163.1,21.58%,0.508,2023-04-28,160.00P,0.76,165.00P,2.12,170.00C,0.66,175.00C,0.12,weekly,-56.000000000000014,-0.29473684210526324
SCHW,52.77,0.77,+62.60%,1.23,54.77,51.23,53.85%,0.505,2023-04-21,50.00P,0.25,52.00P,0.67,54.00C,0.52,56.00C,0.17,monthly,-22.0,-0.28571428571428564
SCHW,52.77,0.8,+66.67%,1.2,53.8,50.2,53.85%,0.501,2023-04-21,49.00P,0.17,51.00P,0.38,53.00C,0.88,55.00C,0.29,monthly,-19.800000000000004,-0.24749999999999994
JPM,139.83,0.88,+78.57%,1.12,140.88,137.12,21.13%,0.498,2023-04-21,136.00P,0.18,138.00P,0.38,140.00C,1.02,142.00C,0.34,monthly,-12.400000000000013,-0.1409090909090909
SCHW,52.77,0.73,+57.48%,1.27,54.23,50.77,53.85%,0.498,2023-04-21,49.50P,0.23,51.50P,0.53,53.50C,0.65,55.50C,0.22,monthly,-27.4,-0.3753424657534247
PYPL,77.33,0.78,+63.93%,1.22,79.78,76.22,36.53%,0.496,2023-04-21,75.00P,0.31,77.00P,0.83,79.00C,0.39,81.00C,0.13,monthly,-22.8,-0.2923076923076923
SHOP,48.52,0.84,+72.41%,1.16,49.84,46.16,62.51%,0.493,2023-04-21,45.00P,0.16,47.00P,0.46,49.00C,0.86,51.00C,0.32,monthly,-17.39999999999999,-0.20714285714285718
GM,35.14,0.4,+66.67%,0.6,36.4,34.6,42.15%,0.479,2023-04-21,34.00P,0.18,35.00P,0.44,36.00C,0.21,37.00C,0.07,monthly,-12.1,-0.30249999999999994
JPM,139.83,0.72,+56.25%,1.28,141.72,138.28,21.13%,0.478,2023-04-21,137.00P,0.28,139.00P,0.64,141.00C,0.56,143.00C,0.2,monthly,-32.400000000000006,-0.45000000000000007
BX,87.23,1.64,+69.49%,2.36,89.64,82.36,71.19%,0.477,2023-04-21,80.00P,0.3,84.00P,0.87,88.00C,1.66,92.00C,0.59,monthly,-45.19999999999997,-0.275609756097561
WYNN,111.34,1.08,+56.25%,1.92,114.08,108.92,40.17%,0.475,2023-04-21,107.00P,0.4,110.00P,0.92,113.00C,0.86,116.00C,0.3,monthly,-49.500000000000014,-0.45833333333333326
AAPL,165.23,1.14,+83.82%,1.36,168.64,163.86,24.11%,0.473,2023-04-21,162.50P,0.54,165.00P,1.25,167.50C,0.61,170.00C,0.18,monthly,-17.750000000000007,-0.15570175438596504
SCHW,52.77,0.71,+55.04%,1.29,55.21,51.79,53.85%,0.472,2023-04-21,50.50P,0.36,52.50P,0.84,54.50C,0.36,56.50C,0.13,monthly,-34.60000000000001,-0.48732394366197196
UAL,42.38,0.95,+90.48%,1.05,44.95,41.05,77.88%,0.472,2023-04-21,40.00P,0.38,42.00P,0.97,44.00C,0.57,46.00C,0.21,monthly,-10.6,-0.1115789473684212
BTU,26.31,0.42,+72.41%,0.58,27.42,25.58,60.84%,0.4679999999999999,2023-04-21,25.00P,0.16,26.00P,0.4,27.00C,0.3,28.00C,0.12,monthly,-11.2,-0.26666666666666683
SNOW,145.26,2.37,+90.11%,2.63,152.37,142.63,58.09%,0.4539999999999999,2023-04-21,140.00P,1.21,145.00P,2.79,150.00C,1.26,155.00C,0.47,monthly,-36.00000000000003,-0.1518987341772153
COIN,67.72,2.07,+107.25%,1.93,73.07,64.93,108.03%,0.447,2023-04-21,63.00P,0.97,67.00P,2.27,71.00C,1.33,75.00C,0.56,monthly,-14.200000000000005,-0.06859903381642504
AXP,163.71,2.43,+94.55%,2.57,169.93,160.07,55.26%,0.445,2023-04-21,157.50P,1.14,162.50P,2.56,167.50C,1.61,172.50C,0.6,monthly,-34.49999999999997,-0.1419753086419752
MS,89.29,1.39,+86.34%,1.61,93.39,87.61,57.94%,0.445,2023-04-21,86.00P,0.78,89.00P,1.67,92.00C,0.74,95.00C,0.24,monthly,-27.499999999999982,-0.19784172661870505
MARA,11.45,0.76,+102.70%,0.74,13.26,10.24,132.55%,0.4429999999999999,2023-04-28,9.50P,0.28,11.00P,0.78,12.50C,0.59,14.00C,0.33,weekly,-7.550000000000004,-0.09934210526315818
AI,22.78,0.55,+57.89%,0.95,24.55,21.95,104.51%,0.4379999999999999,2023-04-21,21.00P,0.3,22.50P,0.7,24.00C,0.4,25.50C,0.25,monthly,-29.300000000000008,-0.5327272727272728
BAC,30.37,0.55,+122.22%,0.45,31.55,29.45,65.83%,0.435,2023-04-21,29.00P,0.22,30.00P,0.52,31.00C,0.46,32.00C,0.21,monthly,-1.499999999999993,-0.027272727272727174
V,233.48,1.1,+78.57%,1.4,236.1,231.4,19.84%,0.423,2023-04-21,230.00P,0.61,232.50P,1.1,235.00C,1.0,237.50C,0.39,monthly,-34.25,-0.31136363636363623
SCHW,52.77,0.67,+80.72%,0.83,54.17,51.33,53.85%,0.419,2023-04-21,50.50P,0.36,52.00P,0.67,53.50C,0.65,55.00C,0.29,monthly,-20.15,-0.30074626865671633
NVDA,270.02,5.56,+125.23%,4.44,285.56,264.44,40.98%,0.416,2023-04-28,260.00P,3.5,270.00P,7.1,280.00C,3.35,290.00C,1.39,weekly,-27.99999999999997,-0.05035971223021594
SCHW,52.77,0.69,+85.19%,0.81,54.69,51.81,53.85%,0.414,2023-04-21,51.00P,0.45,52.50P,0.84,54.00C,0.52,55.50C,0.22,monthly,-18.90000000000001,-0.27391304347826106
JD,38.05,0.51,+104.08%,0.49,39.51,37.49,52.58%,0.407,2023-04-21,37.00P,0.3,38.00P,0.64,39.00C,0.36,40.00C,0.19,monthly,-8.299999999999997,-0.16274509803921566
UAL,42.38,0.84,+127.27%,0.66,43.84,40.66,77.88%,0.406,2023-04-21,40.00P,0.38,41.50P,0.76,43.00C,0.91,44.50C,0.45,monthly,-5.100000000000001,-0.060714285714285714
Downloaded from Barchart.com as of 04-17-2023 07:10pm CDT,,,,,,,,,,,,,,,,,,,,
