Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,ExpectedValue,KellyCriterion
AMZN,124.25,0.7,+233.33%,0.3,125.7,123.3,29.96%,0.198,2023-06-09,123.00P,1.33,124.00P,1.67,125.00C,1.61,126.00C,1.25,-0.102,-0.14571428571428569
AMZN,124.25,1.52,+102.70%,1.48,128.52,122.48,29.96%,0.456,2023-06-09,121.00P,0.69,124.00P,1.67,127.00C,0.91,130.00C,0.37,-0.1119999999999999,-0.07368421052631585
AMZN,124.25,1.48,+97.37%,1.52,127.48,121.52,29.96%,0.466,2023-06-09,120.00P,0.49,123.00P,1.25,126.00C,1.22,129.00C,0.5,-0.122,-0.0824324324324324
CVX,156.26,1.44,+135.85%,1.06,158.94,153.56,28.52%,0.362,2023-06-09,152.50P,0.92,155.00P,1.63,157.50C,1.67,160.00C,0.94,-0.1549999999999998,-0.10763888888888895
COIN,64.55,1.32,+194.12%,0.68,67.32,62.68,84.11%,0.259,2023-06-09,62.00P,1.67,64.00P,2.45,66.00C,2.07,68.00C,1.53,-0.1619999999999999,-0.1227272727272727
PYPL,63.96,0.84,+72.41%,1.16,65.84,62.16,33.98%,0.491,2023-06-09,61.00P,0.23,63.00P,0.65,65.00C,0.69,67.00C,0.27,-0.178,-0.21190476190476196
DIS,90.77,0.85,+73.91%,1.15,91.85,88.15,23.66%,0.485,2023-06-09,87.00P,0.17,89.00P,0.44,91.00C,0.97,93.00C,0.39,-0.1799999999999999,-0.2117647058823529
TSLA,213.97,4.14,+123.21%,3.36,221.64,205.86,51.48%,0.424,2023-06-09,202.50P,1.58,210.00P,3.65,217.50C,4.25,225.00C,2.18,-0.1800000000000003,-0.04347826086956534
DIS,90.77,0.82,+69.49%,1.18,92.82,89.18,23.66%,0.489,2023-06-09,88.00P,0.27,90.00P,0.72,92.00C,0.62,94.00C,0.25,-0.202,-0.24634146341463417
COIN,64.55,2.08,+108.33%,1.92,70.08,61.92,84.11%,0.427,2023-06-09,60.00P,1.1,64.00P,2.45,68.00C,1.42,72.00C,0.69,-0.2119999999999996,-0.1019230769230768
TSLA,213.97,4.13,+122.55%,3.37,219.13,203.37,51.48%,0.42,2023-06-09,200.00P,1.16,207.50P,2.8,215.00C,5.25,222.50C,2.76,-0.2200000000000004,-0.05326876513317194
COIN,64.55,1.71,+132.56%,1.29,67.71,61.29,84.11%,0.356,2023-06-09,60.00P,1.1,63.00P,2.0,66.00C,2.07,69.00C,1.26,-0.2219999999999998,-0.12982456140350884
META,272.61,1.74,+228.95%,0.76,276.74,270.76,31.04%,0.215,2023-06-09,270.00P,3.15,272.50P,4.1,275.00C,3.35,277.50C,2.56,-0.2225,-0.12787356321839086
AAPL,180.95,2.22,+79.86%,2.78,187.22,177.78,28.63%,0.508,2023-06-09,175.00P,0.63,180.00P,2.08,185.00C,1.2,190.00C,0.43,-0.2399999999999997,-0.10810810810810798
META,272.61,3.67,+95.82%,3.83,283.67,268.83,31.04%,0.478,2023-06-09,265.00P,1.55,272.50P,4.1,280.00C,1.77,287.50C,0.65,-0.2450000000000001,-0.06675749318801094
MSFT,335.4,1.58,+171.74%,0.92,339.08,333.42,19.73%,0.259,2023-06-09,332.50P,2.25,335.00P,3.0,337.50C,2.6,340.00C,1.77,-0.2724999999999999,-0.17246835443037972
COIN,64.55,0.6,+150.00%,0.4,65.6,63.4,84.11%,0.126,2023-06-09,63.00P,2.13,64.00P,2.45,65.00C,2.52,66.00C,2.24,-0.274,-0.4566666666666668
BABA,84.27,1.35,+81.82%,1.65,86.35,80.65,43.20%,0.456,2023-06-09,79.00P,0.25,82.00P,0.83,85.00C,1.54,88.00C,0.77,-0.282,-0.20888888888888887
AMZN,124.25,1.63,+68.78%,2.37,129.63,122.37,29.96%,0.519,2023-06-09,120.00P,0.49,124.00P,1.67,128.00C,0.65,132.00C,0.2,-0.2939999999999999,-0.18036809815950922
NFLX,400.47,3.55,+244.83%,1.45,408.55,396.45,40.81%,0.225,2023-06-09,395.00P,5.6,400.00P,7.6,405.00C,6.4,410.00C,4.85,-0.325,-0.09154929577464789
AMZN,124.25,1.53,+61.94%,2.47,128.53,121.47,29.96%,0.5329999999999999,2023-06-09,119.00P,0.36,123.00P,1.25,127.00C,0.91,131.00C,0.27,-0.3380000000000004,-0.2209150326797388
COIN,64.55,1.92,+92.31%,2.08,67.92,60.08,84.11%,0.429,2023-06-09,58.00P,0.78,62.00P,1.65,66.00C,2.07,70.00C,1.02,-0.3639999999999999,-0.18958333333333333
NVDA,393.27,1.85,+284.62%,0.65,396.85,390.65,43.56%,0.1119999999999999,2023-06-09,390.00P,7.1,392.50P,8.15,395.00C,8.1,397.50C,7.3,-0.37,-0.20000000000000015
COIN,64.55,1.91,+91.39%,2.09,66.91,59.09,84.11%,0.424,2023-06-09,57.00P,0.66,61.00P,1.31,65.00C,2.52,69.00C,1.26,-0.3940000000000001,-0.20628272251308913
GOOG,125.23,0.39,+63.93%,0.61,126.39,124.61,24.96%,0.175,2023-06-09,124.00P,1.11,125.00P,1.3,126.00C,1.2,127.00C,1.0,-0.435,-1.1153846153846154
DIS,90.77,0.8,+36.36%,2.2,93.8,89.2,23.66%,0.578,2023-06-09,87.00P,0.17,90.00P,0.72,93.00C,0.38,96.00C,0.13,-0.4660000000000001,-0.5825000000000001
TSLA,213.97,4.5,+81.82%,5.5,222.0,203.0,51.48%,0.499,2023-06-09,197.50P,0.85,207.50P,2.8,217.50C,4.25,227.50C,1.7,-0.5100000000000002,-0.11333333333333331
AMZN,124.25,1.67,+50.15%,3.33,130.67,122.33,29.96%,0.563,2023-06-09,119.00P,0.36,124.00P,1.67,129.00C,0.48,134.00C,0.12,-0.5150000000000002,-0.30838323353293423
TSLA,213.97,4.53,+82.82%,5.47,219.53,200.47,51.48%,0.49,2023-06-09,195.00P,0.63,205.00P,2.09,215.00C,5.25,225.00C,2.18,-0.5699999999999998,-0.12582781456953634
TSLA,213.97,4.48,+81.16%,5.52,224.48,205.52,51.48%,0.495,2023-06-09,200.00P,1.16,210.00P,3.65,220.00C,3.35,230.00C,1.36,-0.5699999999999998,-0.1272321428571427
MSFT,335.4,2.31,+85.87%,2.69,342.31,332.69,19.73%,0.416,2023-06-09,330.00P,1.5,335.00P,3.0,340.00C,1.66,345.00C,0.85,-0.6099999999999998,-0.26406926406926423
NFLX,400.47,5.61,+127.79%,4.39,415.61,394.39,40.81%,0.376,2023-06-09,390.00P,3.95,400.00P,7.6,410.00C,4.7,420.00C,2.74,-0.6299999999999999,-0.11229946524064163
AMZN,124.25,1.69,+39.21%,4.31,131.69,122.31,29.96%,0.594,2023-06-09,118.00P,0.25,124.00P,1.67,130.00C,0.35,136.00C,0.08,-0.746,-0.4414201183431954
GOOGL,124.67,0.09,+9.89%,0.91,125.09,123.91,25.48%,0.115,2023-06-09,123.00P,0.94,124.00P,0.72,125.00C,1.46,126.00C,1.15,-0.795,-8.833333333333334
AAPL,180.95,2.24,+42.59%,5.26,189.74,177.76,28.63%,0.588,2023-06-09,172.50P,0.34,180.00P,2.08,187.50C,0.69,195.00C,0.19,-0.8500000000000001,-0.3794642857142858
MSFT,335.4,2.7,+56.25%,4.8,345.2,332.3,19.73%,0.516,2023-06-09,327.50P,0.98,335.00P,3.0,342.50C,1.11,350.00C,0.43,-0.9299999999999996,-0.3444444444444442
NFLX,400.47,6.83,+83.60%,8.17,421.83,393.17,40.81%,0.477,2023-06-09,385.00P,2.59,400.00P,7.6,415.00C,3.45,430.00C,1.63,-1.0149999999999992,-0.14860907759882874
TSLA,213.97,4.59,+58.03%,7.91,227.09,205.41,51.48%,0.5479999999999999,2023-06-09,197.50P,0.85,210.00P,3.65,222.50C,2.66,235.00C,0.87,-1.060000000000001,-0.23093681917211353
TSLA,213.97,4.45,+55.28%,8.05,224.45,203.05,51.48%,0.552,2023-06-09,195.00P,0.63,207.50P,2.8,220.00C,3.35,232.50C,1.07,-1.1499999999999997,-0.25842696629213485
NFLX,400.47,7.65,+61.94%,12.35,427.65,392.35,40.81%,0.5479999999999999,2023-06-09,380.00P,1.69,400.00P,7.6,420.00C,2.54,440.00C,0.8,-1.3900000000000006,-0.18169934640522886
TSLA,213.97,4.6,+44.23%,10.4,229.6,205.4,51.48%,0.589,2023-06-09,195.00P,0.63,210.00P,3.65,225.00C,2.13,240.00C,0.55,-1.5650000000000013,-0.340217391304348
TSLA,213.97,4.49,+34.51%,13.01,231.99,205.51,51.48%,0.619,2023-06-09,192.50P,0.47,210.00P,3.65,227.50C,1.67,245.00C,0.36,-2.1775,-0.4849665924276169
NFLX,400.47,7.77,+45.10%,17.23,432.77,392.23,40.81%,0.585,2023-06-09,375.00P,1.16,400.00P,7.6,425.00C,1.87,450.00C,0.54,-2.6050000000000013,-0.33526383526383546
TSLA,213.97,4.38,+28.04%,15.62,234.38,205.62,51.48%,0.643,2023-06-09,190.00P,0.35,210.00P,3.65,230.00C,1.32,250.00C,0.24,-2.76,-0.6301369863013699
Downloaded from Barchart.com as of 06-03-2023 02:51am CDT,,,,,,,,,,,,,,,,,,,
