Symbol,Price,Max Profit,Max Profit%,Max Loss,BE+,BE-,Avg IV,Probability,Exp Date,Leg1 Strike,Leg1 Ask,Leg2 Strike,Leg2 Bid,Leg3 Strike,Leg3 Bid,Leg4 Strike,Leg4 Ask,Exp Type,ExpectedValue,KellyCriterion
COIN,61.87,1.02,+104.08%,0.98,64.02,59.98,109.51%,0.43,2023-05-12,59.00P,0.43,61.00P,0.89,63.00C,1.0,65.00C,0.44,weekly,-0.1200000000000001,-0.11764705882352942
JD,37.37,0.4,+66.67%,0.6,38.4,36.6,75.12%,0.457,2023-05-12,36.00P,0.17,37.00P,0.4,38.00C,0.31,39.00C,0.14,weekly,-0.1429999999999999,-0.3574999999999998
AMZN,111.76,1.73,+76.21%,2.27,115.73,108.27,31.53%,0.524,2023-05-19,106.00P,0.41,110.00P,1.24,114.00C,1.24,118.00C,0.34,monthly,-0.1739999999999999,-0.10057803468208085
AMD,98.25,1.17,+63.93%,1.83,102.17,96.83,63.43%,0.55,2023-05-12,95.00P,0.31,98.00P,1.22,101.00C,0.41,104.00C,0.15,weekly,-0.1799999999999999,-0.15384615384615377
AMZN,111.76,0.74,+58.73%,1.26,113.74,110.26,40.92%,0.53,2023-05-12,109.00P,0.18,111.00P,0.54,113.00C,0.53,115.00C,0.15,weekly,-0.1999999999999999,-0.2702702702702702
AMZN,111.76,0.91,+43.54%,2.09,112.91,108.09,40.92%,0.624,2023-05-12,106.00P,0.06,109.00P,0.17,112.00C,0.95,115.00C,0.15,weekly,-0.2179999999999999,-0.23956043956043943
JD,37.37,0.43,+40.19%,1.07,38.93,36.57,75.12%,0.56,2023-05-12,35.50P,0.1,37.00P,0.4,38.50C,0.2,40.00C,0.07,weekly,-0.2299999999999999,-0.5348837209302324
AMZN,111.76,1.7,+73.91%,2.3,116.7,109.3,31.53%,0.506,2023-05-19,107.00P,0.54,111.00P,1.57,115.00C,0.92,119.00C,0.25,monthly,-0.2759999999999999,-0.1623529411764705
NFLX,333.35,2.21,+79.21%,2.79,339.71,330.29,39.02%,0.497,2023-05-12,327.50P,0.68,332.50P,1.94,337.50C,1.33,342.50C,0.38,weekly,-0.3049999999999997,-0.13800904977375572
BABA,86.82,0.73,+57.48%,1.27,87.73,84.27,56.38%,0.482,2023-05-12,83.00P,0.11,85.00P,0.37,87.00C,0.8,89.00C,0.33,weekly,-0.306,-0.41917808219178093
AMD,98.25,2.42,+67.60%,3.58,106.42,95.58,45.75%,0.539,2023-05-19,92.00P,0.64,98.00P,2.51,104.00C,0.8,110.00C,0.25,monthly,-0.3459999999999998,-0.14297520661157015
AMZN,111.76,1.69,+51.06%,3.31,115.69,107.31,31.53%,0.578,2023-05-19,104.00P,0.24,109.00P,0.94,114.00C,1.24,119.00C,0.25,monthly,-0.4200000000000002,-0.24852071005917184
NFLX,333.35,4.95,+98.02%,5.05,347.45,327.55,31.40%,0.461,2023-05-19,322.50P,2.18,332.50P,5.2,342.50C,2.93,352.50C,1.0,monthly,-0.4399999999999995,-0.08888888888888874
AMZN,111.76,0.66,+28.21%,2.34,113.66,109.34,40.92%,0.631,2023-05-12,107.00P,0.08,110.00P,0.3,113.00C,0.53,116.00C,0.09,weekly,-0.4469999999999999,-0.677272727272727
AMZN,111.76,1.67,+50.15%,3.33,116.67,108.33,31.53%,0.569,2023-05-19,105.00P,0.31,110.00P,1.24,115.00C,0.92,120.00C,0.18,monthly,-0.4850000000000003,-0.2904191616766468
BABA,86.82,0.68,+29.31%,2.32,88.68,84.32,56.38%,0.603,2023-05-12,82.00P,0.07,85.00P,0.37,88.00C,0.5,91.00C,0.12,weekly,-0.5109999999999999,-0.7514705882352941
META,236.68,1.61,+47.49%,3.39,241.61,233.39,41.04%,0.574,2023-05-12,230.00P,0.36,235.00P,1.41,240.00C,0.71,245.00C,0.15,weekly,-0.5200000000000002,-0.32298136645962744
AMZN,111.76,0.65,+27.66%,2.35,114.65,110.35,40.92%,0.607,2023-05-12,108.00P,0.11,111.00P,0.54,114.00C,0.28,117.00C,0.06,weekly,-0.5290000000000001,-0.8138461538461539
GOOGL,117.04,1.63,+48.37%,3.37,121.63,113.37,30.30%,0.5660000000000001,2023-05-19,110.00P,0.27,115.00P,1.1,120.00C,1.09,125.00C,0.29,monthly,-0.5399999999999997,-0.3312883435582821
GOOG,117.7,1.69,+39.21%,4.31,120.69,111.31,30.06%,0.609,2023-05-19,107.00P,0.12,113.00P,0.51,119.00C,1.64,125.00C,0.34,monthly,-0.6559999999999999,-0.3881656804733728
GOOGL,117.04,1.6,+36.36%,4.4,120.6,111.4,30.30%,0.612,2023-05-19,107.00P,0.13,113.00P,0.61,119.00C,1.41,125.00C,0.29,monthly,-0.7280000000000002,-0.455
NFLX,333.35,2.18,+40.98%,5.32,342.18,330.32,39.02%,0.5720000000000001,2023-05-12,325.00P,0.37,332.50P,1.94,340.00C,0.71,347.50C,0.1,weekly,-1.0299999999999996,-0.47247706422018326
AMZN,111.76,1.6,+29.63%,5.4,119.6,109.4,31.53%,0.603,2023-05-19,104.00P,0.24,111.00P,1.57,118.00C,0.33,125.00C,0.06,monthly,-1.1790000000000005,-0.7368750000000002
GOOGL,117.04,1.23,+14.03%,8.77,126.23,113.77,30.30%,0.69,2023-05-19,105.00P,0.09,115.00P,1.1,125.00C,0.28,135.00C,0.06,monthly,-1.87,-1.520325203252033
Downloaded from Barchart.com as of 05-11-2023 09:33am CDT,,,,,,,,,,,,,,,,,,,,
