Symbol,Price,"Max Profit","Max Profit%","Max Loss",BE+,BE-,"Avg IV",Probability,"Exp Date","Leg1 Strike","Leg1 Ask","Leg2 Strike","Leg2 Bid","Leg3 Strike","Leg3 Bid","Leg4 Strike","Leg4 Ask","Exp Type"
IBM,126.32,2.14,+55.44%,3.86,130.14,119.86,97.63%,56.8%,2023-04-21,116.00P,0.22,122.00P,0.97,128.00C,1.73,134.00C,0.34,monthly
AXP,164.95,2.43,+47.93%,5.07,172.43,160.07,89.72%,56.6%,2023-04-21,155.00P,0.35,162.50P,1.79,170.00C,1.23,177.50C,0.24,monthly
NVDA,279.31,2.46,+48.81%,5.04,287.46,275.04,52.86%,56.2%,2023-04-21,270.00P,0.53,277.50P,2.18,285.00C,1.08,292.50C,0.27,monthly
IBM,126.32,2.25,+60.00%,3.75,129.25,118.75,97.63%,56.0%,2023-04-21,115.00P,0.2,121.00P,0.71,127.00C,2.19,133.00C,0.45,monthly
NVDA,279.31,2.65,+54.64%,4.85,282.65,269.85,52.86%,56.0%,2023-04-21,265.00P,0.21,272.50P,0.82,280.00C,2.78,287.50C,0.74,monthly
SCHW,55.55,0.87,+40.85%,2.13,57.87,53.13,37.93%,55.3%,2023-04-28,51.00P,0.13,54.00P,0.55,57.00C,0.71,60.00C,0.26,weekly
GS,336.89,1.47,+41.64%,3.53,341.47,333.53,29.53%,55.1%,2023-04-21,330.00P,0.35,335.00P,1.15,340.00C,0.89,345.00C,0.22,monthly
GM,34.58,0.3,+42.86%,0.7,35.3,33.7,58.41%,55.0%,2023-04-21,33.00P,0.07,34.00P,0.2,35.00C,0.23,36.00C,0.06,monthly
SCHW,55.55,0.98,+48.51%,2.02,58.98,54.02,37.93%,54.8%,2023-04-28,52.00P,0.21,55.00P,0.93,58.00C,0.48,61.00C,0.22,weekly
NVDA,279.31,5.36,+55.60%,9.64,295.36,269.64,40.37%,54.7%,2023-04-28,260.00P,1.1,275.00P,4.5,290.00C,2.59,305.00C,0.63,weekly
XOM,116.57,0.58,+40.85%,1.42,118.58,115.42,33.82%,54.5%,2023-04-21,114.00P,0.16,116.00P,0.53,118.00C,0.28,120.00C,0.07,monthly
T,19.7,0.34,+51.52%,0.66,20.34,18.66,38.75%,53.9%,2023-04-28,18.00P,0.07,19.00P,0.18,20.00C,0.3,21.00C,0.07,weekly
AAPL,167.63,1.74,+53.37%,3.26,174.24,165.76,21.03%,53.4%,2023-04-28,162.50P,0.65,167.50P,2,172.50C,0.47,177.50C,0.08,weekly
AAPL,167.63,0.88,+54.32%,1.62,170.88,166.62,30.63%,53.1%,2023-04-21,165.00P,0.34,167.50P,1,170.00C,0.28,172.50C,0.06,monthly
XOM,116.57,1.57,+64.61%,2.43,119.57,112.43,28.55%,53.0%,2023-04-28,110.00P,0.33,114.00P,0.91,118.00C,1.33,122.00C,0.34,weekly
AMZN,104.3,0.78,+63.93%,1.22,106.78,103.22,44.09%,52.0%,2023-04-21,102.00P,0.24,104.00P,0.75,106.00C,0.38,108.00C,0.11,monthly
NVDA,279.31,5.42,+76.55%,7.08,292.92,269.58,40.37%,51.0%,2023-04-28,262.50P,1.43,275.00P,4.5,287.50C,3.4,300.00C,1.05,weekly
TSM,87.23,1.42,+89.87%,1.58,91.42,85.58,93.96%,48.1%,2023-04-21,84.00P,0.59,87.00P,1.55,90.00C,0.71,93.00C,0.25,monthly
NVDA,279.31,2.52,+101.61%,2.48,282.52,272.48,52.86%,47.5%,2023-04-21,270.00P,0.53,275.00P,1.4,280.00C,2.78,285.00C,1.13,monthly
AXP,164.95,2.36,+89.39%,2.64,169.86,160.14,89.72%,47.0%,2023-04-21,157.50P,0.65,162.50P,1.79,167.50C,1.97,172.50C,0.75,monthly
NVDA,279.31,2.31,+85.87%,2.69,284.81,275.19,52.86%,46.4%,2023-04-21,272.50P,0.9,277.50P,2.18,282.50C,1.77,287.50C,0.74,monthly
ADBE,380.11,1.95,+63.93%,3.05,386.95,378.05,34.06%,46.1%,2023-04-21,375.00P,1.17,380.00P,2.51,385.00C,0.87,390.00C,0.26,monthly
NVDA,279.31,5.22,+109.21%,4.78,287.72,267.28,40.37%,45.9%,2023-04-28,262.50P,1.43,272.50P,3.65,282.50C,5.25,292.50C,2.25,weekly
CRM,198.92,1.05,+72.41%,1.45,201.05,196.45,36.09%,45.9%,2023-04-21,195.00P,0.38,197.50P,0.83,200.00C,0.98,202.50C,0.38,monthly
NVDA,279.31,5.15,+106.19%,4.85,290.15,269.85,40.37%,45.6%,2023-04-28,265.00P,1.84,275.00P,4.5,285.00C,4.25,295.00C,1.76,weekly
SCHW,55.55,0.85,+73.91%,1.15,56.85,53.15,37.93%,44.4%,2023-04-28,52.00P,0.21,54.00P,0.55,56.00C,1.06,58.00C,0.55,weekly
AMZN,104.3,3.08,+105.48%,2.92,113.08,100.92,63.53%,44.2%,2023-04-28,98.00P,1.5,104.00P,3.6,110.00C,1.75,116.00C,0.77,weekly
XOM,116.57,1.45,+93.55%,1.55,120.45,114.55,28.55%,44.1%,2023-04-28,113.00P,0.74,116.00P,1.57,119.00C,0.96,122.00C,0.34,weekly
RBLX,41.09,0.42,+72.41%,0.58,42.42,40.58,70.20%,44.0%,2023-04-21,40.00P,0.25,41.00P,0.53,42.00C,0.26,43.00C,0.12,monthly
BA,208.71,3.91,+108.91%,3.59,216.41,201.09,42.80%,43.8%,2023-04-28,197.50P,1.71,205.00P,3.55,212.50C,3.55,220.00C,1.48,weekly
VZ,38.6,0.17,+51.52%,0.33,39.17,38.33,36.19%,42.5%,2023-04-21,38.00P,0.11,38.50P,0.22,39.00C,0.13,39.50C,0.07,monthly
HD,296.91,1.26,+101.61%,1.24,298.76,293.74,29.43%,41.4%,2023-04-21,292.50P,0.57,295.00P,0.99,297.50C,1.51,300.00C,0.67,monthly
JPM,141.22,0.95,+90.48%,1.05,143.95,140.05,16.75%,41.1%,2023-04-28,139.00P,0.62,141.00P,1.2,143.00C,0.67,145.00C,0.3,weekly
MS,90.45,0.42,+72.41%,0.58,91.42,89.58,35.90%,41.1%,2023-04-21,89.00P,0.18,90.00P,0.39,91.00C,0.43,92.00C,0.22,monthly
JPM,141.22,0.41,+69.49%,0.59,142.41,140.59,22.84%,40.4%,2023-04-21,140.00P,0.28,141.00P,0.53,142.00C,0.34,143.00C,0.18,monthly
GOOGL,104.18,2.27,+131.21%,1.73,110.27,101.73,50.55%,40.1%,2023-04-28,100.00P,1.4,104.00P,2.79,108.00C,1.6,112.00C,0.72,weekly
BA,208.71,1.1,+78.57%,1.4,211.1,206.4,40.96%,40.0%,2023-04-21,205.00P,0.55,207.50P,1.04,210.00C,1.13,212.50C,0.52,monthly
"Downloaded from Barchart.com as of 04-19-2023 05:23pm CDT"
